
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2024-10-26 14:23:25 /assets/vendor/quill/quill.bubble.css ................................................ ~ 4.75ms
  2024-10-26 14:23:25 /assets/vendor/remixicon/remixicon.css ............................................... ~ 4.47ms
  2024-10-26 14:23:25 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.37ms
  2024-10-26 14:23:25 /assets/css/style.css ................................................................ ~ 0.53ms
  2024-10-26 14:23:25 /assets/img/au_logo.jpg .............................................................. ~ 0.49ms
  2024-10-26 14:23:25 /assets/img/profile-img.jpg .......................................................... ~ 2.62ms
  2024-10-26 14:23:25 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.37ms
  2024-10-26 14:23:25 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 4.22ms
  2024-10-26 14:23:25 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 4.30ms
  2024-10-26 14:23:25 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.43ms
  2024-10-26 14:23:25 /assets/vendor/quill/quill.js ........................................................ ~ 0.50ms
  2024-10-26 14:23:25 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.43ms
  2024-10-26 14:23:25 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.44ms
  2024-10-26 14:23:25 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.33ms
  2024-10-26 14:23:25 /assets/js/main.js ................................................................... ~ 4.16ms
  2024-10-26 14:23:25 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.42ms
  2024-10-26 14:23:27 /ask-for-information/6/edit ........................................................ ~ 502.59ms
  2024-10-26 14:23:27 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 508.44ms
  2024-10-26 14:23:28 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.57ms
  2024-10-26 14:23:28 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 0.47ms
  2024-10-26 14:23:28 /assets/vendor/quill/quill.snow.css .................................................. ~ 4.06ms
  2024-10-26 14:23:28 /assets/vendor/quill/quill.bubble.css ................................................ ~ 0.50ms
  2024-10-26 14:23:28 /assets/vendor/remixicon/remixicon.css ............................................... ~ 2.85ms
  2024-10-26 14:23:28 /assets/vendor/simple-datatables/style.css ........................................... ~ 3.20ms
  2024-10-26 14:23:28 /assets/css/style.css ................................................................ ~ 5.70ms
  2024-10-26 14:23:28 /assets/img/au_logo.jpg .............................................................. ~ 0.45ms
  2024-10-26 14:23:28 /assets/img/profile-img.jpg .......................................................... ~ 3.75ms
  2024-10-26 14:23:28 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.52ms
  2024-10-26 14:23:28 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.53ms
  2024-10-26 14:23:28 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 4.20ms
  2024-10-26 14:23:28 /assets/vendor/echarts/echarts.min.js ................................................ ~ 4.07ms
  2024-10-26 14:23:28 /assets/vendor/quill/quill.js ........................................................ ~ 2.38ms
  2024-10-26 14:23:28 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.44ms
  2024-10-26 14:23:28 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 1.01ms
  2024-10-26 14:23:28 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.52ms
  2024-10-26 14:23:28 /assets/js/main.js ................................................................... ~ 2.46ms
  2024-10-26 14:23:28 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.55ms
  2024-10-26 14:23:30 /ask-for-information/6 ............................................................. ~ 509.87ms
  2024-10-26 14:23:30 /ask-for-information/6 ............................................................. ~ 516.03ms
  2024-10-26 14:23:31 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 1.20ms
  2024-10-26 14:23:31 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.66ms
  2024-10-26 14:23:31 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 8.32ms
  2024-10-26 14:23:31 /assets/vendor/quill/quill.snow.css ................................................. ~ 11.78ms
  2024-10-26 14:23:31 /assets/vendor/quill/quill.bubble.css ............................................... ~ 14.82ms
  2024-10-26 14:23:31 /assets/vendor/remixicon/remixicon.css .............................................. ~ 13.55ms
  2024-10-26 14:23:31 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.43ms
  2024-10-26 14:23:31 /assets/css/style.css ................................................................ ~ 2.74ms
  2024-10-26 14:23:31 /assets/img/au_logo.jpg .............................................................. ~ 0.52ms
  2024-10-26 14:23:31 /assets/img/profile-img.jpg .......................................................... ~ 2.69ms
  2024-10-26 14:23:31 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 3.03ms
  2024-10-26 14:23:31 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 6.15ms
  2024-10-26 14:23:31 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.62ms
  2024-10-26 14:23:31 /assets/vendor/echarts/echarts.min.js ................................................ ~ 3.55ms
  2024-10-26 14:23:31 /assets/vendor/quill/quill.js ........................................................ ~ 1.13ms
  2024-10-26 14:23:31 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 3.40ms
  2024-10-26 14:23:31 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.43ms
  2024-10-26 14:23:31 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.45ms
  2024-10-26 14:23:31 /assets/js/main.js ................................................................... ~ 0.50ms
  2024-10-26 14:23:31 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.91ms
  2024-10-26 14:25:42 /ask-for-information/6 ............................................................. ~ 512.33ms
  2024-10-26 14:25:42 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 615.91ms
  2024-10-26 14:25:43 /assets/vendor/bootstrap-icons/bootstrap-icons.css .................................. ~ 99.45ms
  2024-10-26 14:25:43 /assets/vendor/boxicons/css/boxicons.min.css ....................................... ~ 102.21ms
  2024-10-26 14:25:43 /assets/vendor/quill/quill.snow.css ................................................ ~ 103.83ms
  2024-10-26 14:25:43 /assets/vendor/quill/quill.bubble.css .............................................. ~ 105.88ms
  2024-10-26 14:25:43 /assets/vendor/remixicon/remixicon.css .............................................. ~ 12.56ms
  2024-10-26 14:25:43 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.69ms
  2024-10-26 14:25:43 /assets/css/style.css ................................................................ ~ 4.26ms
  2024-10-26 14:25:43 /assets/img/au_logo.jpg .............................................................. ~ 0.94ms
  2024-10-26 14:25:43 /assets/img/profile-img.jpg .......................................................... ~ 6.51ms
  2024-10-26 14:25:43 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js ................................. ~ 11.25ms
  2024-10-26 14:25:43 /assets/vendor/apexcharts/apexcharts.min.js ......................................... ~ 14.69ms
  2024-10-26 14:25:43 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 1.77ms
  2024-10-26 14:25:43 /assets/vendor/echarts/echarts.min.js ................................................ ~ 5.30ms
  2024-10-26 14:25:43 /assets/vendor/quill/quill.js ........................................................ ~ 0.84ms
  2024-10-26 14:25:43 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.84ms
  2024-10-26 14:25:43 /assets/js/main.js ................................................................... ~ 9.78ms
  2024-10-26 14:25:43 /assets/vendor/php-email-form/validate.js ........................................... ~ 13.72ms
  2024-10-26 14:25:43 /assets/vendor/tinymce/tinymce.min.js ............................................... ~ 15.50ms
  2024-10-26 14:25:43 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 115.19ms
  2024-10-26 14:25:43 /assets/img/logo.png ................................................................. ~ 0.63ms
  2024-10-26 14:25:45 /ask-for-information/6/edit ........................................................ ~ 505.49ms
  2024-10-26 14:25:45 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 508.14ms
  2024-10-26 14:25:45 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.70ms
  2024-10-26 14:25:45 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 6.97ms
  2024-10-26 14:25:45 /assets/vendor/quill/quill.snow.css ................................................. ~ 10.30ms
  2024-10-26 14:25:45 /assets/vendor/quill/quill.bubble.css ............................................... ~ 12.98ms
  2024-10-26 14:25:45 /assets/vendor/remixicon/remixicon.css .............................................. ~ 13.24ms
  2024-10-26 14:25:45 /assets/vendor/simple-datatables/style.css ........................................... ~ 9.98ms
  2024-10-26 14:25:45 /assets/css/style.css ............................................................... ~ 10.19ms
  2024-10-26 14:25:45 /assets/img/au_logo.jpg .............................................................. ~ 0.49ms
  2024-10-26 14:25:45 /assets/img/profile-img.jpg .......................................................... ~ 0.42ms
  2024-10-26 14:25:45 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.57ms
  2024-10-26 14:25:45 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.46ms
  2024-10-26 14:25:45 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.58ms
  2024-10-26 14:25:45 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.75ms
  2024-10-26 14:25:45 /assets/vendor/quill/quill.js ........................................................ ~ 3.69ms
  2024-10-26 14:25:45 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.64ms
  2024-10-26 14:25:45 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.47ms
  2024-10-26 14:25:45 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.95ms
  2024-10-26 14:25:45 /assets/js/main.js ................................................................... ~ 0.46ms
  2024-10-26 14:25:46 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.50ms
  2024-10-26 14:25:49 /ask-for-information/6 ............................................................. ~ 503.12ms
  2024-10-26 14:25:49 /ask-for-information/6 .................................................................. ~ 56s
  2024-10-26 14:26:45 /ask-for-information/6/edit .............................................................. ~ 3s
  2024-10-26 14:26:46 /assets/vendor/bootstrap/css/bootstrap.min.css ........................................... ~ 1s
  2024-10-26 14:26:48 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 5.37ms
  2024-10-26 14:26:48 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 7.96ms
  2024-10-26 14:26:48 /assets/vendor/quill/quill.snow.css ................................................. ~ 10.20ms
  2024-10-26 14:26:48 /assets/vendor/quill/quill.bubble.css ............................................... ~ 12.77ms
  2024-10-26 14:26:48 /assets/vendor/remixicon/remixicon.css .............................................. ~ 10.13ms
  2024-10-26 14:26:48 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.74ms
  2024-10-26 14:26:48 /assets/css/style.css ................................................................ ~ 4.43ms
  2024-10-26 14:26:48 /assets/img/au_logo.jpg .............................................................. ~ 0.84ms
  2024-10-26 14:26:48 /assets/img/profile-img.jpg .......................................................... ~ 4.62ms
  2024-10-26 14:26:48 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 7.13ms
  2024-10-26 14:26:48 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 9.07ms
  2024-10-26 14:26:48 /assets/vendor/apexcharts/apexcharts.min.js ......................................... ~ 11.06ms
  2024-10-26 14:26:48 /assets/vendor/echarts/echarts.min.js ............................................... ~ 10.38ms
  2024-10-26 14:26:48 /assets/vendor/quill/quill.js ........................................................ ~ 8.45ms
  2024-10-26 14:26:48 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.48ms
  2024-10-26 14:26:48 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.56ms
  2024-10-26 14:26:48 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.51ms
  2024-10-26 14:26:48 /assets/js/main.js ................................................................... ~ 0.50ms
  2024-10-26 14:26:48 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.51ms
  2024-10-26 14:26:48 /assets/img/logo.png ................................................................. ~ 0.89ms
  2024-10-26 14:26:53 /ask-for-information/6 ............................................................. ~ 518.68ms
  2024-10-26 14:26:53 /ask-for-information/6 .................................................................. ~ 16s
  2024-10-26 14:27:09 /ask-for-information/6 .................................................................. ~ 57s
  2024-10-26 14:28:06 /ask-for-information/6 ................................................................... ~ 1s
  2024-10-26 14:28:07 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 1.32ms
  2024-10-26 14:28:07 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.97ms
  2024-10-26 14:28:07 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 6.94ms
  2024-10-26 14:28:07 /assets/vendor/quill/quill.snow.css .................................................. ~ 8.65ms
  2024-10-26 14:28:07 /assets/vendor/quill/quill.bubble.css ................................................ ~ 7.50ms
  2024-10-26 14:28:07 /assets/vendor/remixicon/remixicon.css ............................................... ~ 6.73ms
  2024-10-26 14:28:07 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.47ms
  2024-10-26 14:28:07 /assets/css/style.css ................................................................ ~ 3.09ms
  2024-10-26 14:28:07 /assets/img/au_logo.jpg .............................................................. ~ 0.50ms
  2024-10-26 14:28:07 /assets/img/profile-img.jpg .......................................................... ~ 2.54ms
  2024-10-26 14:28:07 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.41ms
  2024-10-26 14:28:07 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 2.26ms
  2024-10-26 14:28:07 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.74ms
  2024-10-26 14:28:07 /assets/vendor/quill/quill.js ........................................................ ~ 4.18ms
  2024-10-26 14:28:07 /assets/vendor/simple-datatables/simple-datatables.js .............................. ~ 102.30ms
  2024-10-26 14:28:07 /assets/vendor/echarts/echarts.min.js .............................................. ~ 104.99ms
  2024-10-26 14:28:07 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.48ms
  2024-10-26 14:28:07 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.41ms
  2024-10-26 14:28:07 /assets/js/main.js ................................................................... ~ 0.50ms
  2024-10-26 14:28:07 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.34ms
  2024-10-26 14:28:07 /assets/img/logo.png ................................................................. ~ 0.35ms
  2024-10-26 14:28:09 /ask-for-information/6/edit ........................................................ ~ 514.86ms
  2024-10-26 14:28:10 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 515.45ms
  2024-10-26 14:28:10 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.38ms
  2024-10-26 14:28:10 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 6.33ms
  2024-10-26 14:28:10 /assets/vendor/quill/quill.snow.css .................................................. ~ 9.16ms
  2024-10-26 14:28:10 /assets/vendor/quill/quill.bubble.css ............................................... ~ 10.80ms
  2024-10-26 14:28:10 /assets/vendor/remixicon/remixicon.css ............................................... ~ 8.92ms
  2024-10-26 14:28:10 /assets/vendor/simple-datatables/style.css ......................................... ~ 103.38ms
  2024-10-26 14:28:10 /assets/css/style.css ................................................................ ~ 0.42ms
  2024-10-26 14:28:10 /assets/img/au_logo.jpg .............................................................. ~ 0.43ms
  2024-10-26 14:28:10 /assets/img/profile-img.jpg .......................................................... ~ 0.43ms
  2024-10-26 14:28:10 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 2.97ms
  2024-10-26 14:28:10 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 4.56ms
  2024-10-26 14:28:10 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 3.64ms
  2024-10-26 14:28:10 /assets/vendor/echarts/echarts.min.js ................................................ ~ 5.26ms
  2024-10-26 14:28:10 /assets/vendor/quill/quill.js ........................................................ ~ 0.49ms
  2024-10-26 14:28:10 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.40ms
  2024-10-26 14:28:10 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.47ms
  2024-10-26 14:28:10 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.36ms
  2024-10-26 14:28:10 /assets/js/main.js ................................................................... ~ 4.31ms
  2024-10-26 14:28:10 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.41ms
  2024-10-26 14:28:14 /ask-for-information/6 ............................................................... ~ 0.83ms
  2024-10-26 14:28:14 /ask-for-information/6 ............................................................. ~ 507.04ms
  2024-10-26 14:28:14 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 0.69ms
  2024-10-26 14:28:14 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.33ms
  2024-10-26 14:28:14 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 5.28ms
  2024-10-26 14:28:14 /assets/vendor/quill/quill.bubble.css ................................................ ~ 8.29ms
  2024-10-26 14:28:14 /assets/vendor/quill/quill.snow.css ................................................. ~ 11.68ms
  2024-10-26 14:28:14 /assets/vendor/remixicon/remixicon.css .............................................. ~ 12.08ms
  2024-10-26 14:28:14 /assets/vendor/simple-datatables/style.css .......................................... ~ 10.64ms
  2024-10-26 14:28:14 /assets/css/style.css ............................................................... ~ 11.47ms
  2024-10-26 14:28:14 /assets/img/au_logo.jpg .............................................................. ~ 0.71ms
  2024-10-26 14:28:14 /assets/img/profile-img.jpg .......................................................... ~ 0.49ms
  2024-10-26 14:28:14 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.44ms
  2024-10-26 14:28:14 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 2.29ms
  2024-10-26 14:28:14 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.49ms
  2024-10-26 14:28:14 /assets/vendor/echarts/echarts.min.js ................................................ ~ 2.35ms
  2024-10-26 14:28:14 /assets/vendor/quill/quill.js ........................................................ ~ 0.48ms
  2024-10-26 14:28:14 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 3.37ms
  2024-10-26 14:28:14 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.46ms
  2024-10-26 14:28:14 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 2.22ms
  2024-10-26 14:28:14 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 9.03ms
  2024-10-26 14:28:14 /assets/js/main.js ................................................................... ~ 0.41ms
  2024-10-26 14:29:16 /ask-for-information/6 ............................................................... ~ 0.89ms
  2024-10-26 14:29:16 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 590.41ms
  2024-10-26 14:29:16 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.67ms
  2024-10-26 14:29:16 /assets/vendor/quill/quill.bubble.css ............................................... ~ 83.61ms
  2024-10-26 14:29:16 /assets/vendor/quill/quill.snow.css .................................................. ~ 6.49ms
  2024-10-26 14:29:16 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 9.31ms
  2024-10-26 14:29:16 /assets/vendor/remixicon/remixicon.css .............................................. ~ 91.46ms
  2024-10-26 14:29:16 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.58ms
  2024-10-26 14:29:16 /assets/css/style.css ................................................................ ~ 3.08ms
  2024-10-26 14:29:16 /assets/img/au_logo.jpg .............................................................. ~ 0.48ms
  2024-10-26 14:29:16 /assets/img/profile-img.jpg .......................................................... ~ 2.62ms
  2024-10-26 14:29:16 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 4.69ms
  2024-10-26 14:29:16 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 6.67ms
  2024-10-26 14:29:16 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.35ms
  2024-10-26 14:29:16 /assets/vendor/echarts/echarts.min.js ................................................ ~ 1.94ms
  2024-10-26 14:29:16 /assets/vendor/quill/quill.js ........................................................ ~ 0.41ms
  2024-10-26 14:29:16 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.02ms
  2024-10-26 14:29:16 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.30ms
  2024-10-26 14:29:16 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.32ms
  2024-10-26 14:29:16 /assets/js/main.js ................................................................... ~ 0.79ms
  2024-10-26 14:29:16 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.67ms
  2024-10-26 14:29:17 /assets/img/logo.png ................................................................. ~ 0.67ms
  2024-10-26 14:29:19 /ask-for-information/6/edit ........................................................ ~ 514.51ms
  2024-10-26 14:29:19 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 517.23ms
  2024-10-26 14:29:20 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.09ms
  2024-10-26 14:29:20 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 3.94ms
  2024-10-26 14:29:20 /assets/vendor/quill/quill.snow.css .................................................. ~ 2.98ms
  2024-10-26 14:29:20 /assets/vendor/quill/quill.bubble.css ................................................ ~ 5.88ms
  2024-10-26 14:29:20 /assets/vendor/remixicon/remixicon.css .............................................. ~ 10.53ms
  2024-10-26 14:29:20 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.52ms
  2024-10-26 14:29:20 /assets/css/style.css ................................................................ ~ 2.74ms
  2024-10-26 14:29:20 /assets/img/au_logo.jpg .............................................................. ~ 0.88ms
  2024-10-26 14:29:20 /assets/img/profile-img.jpg .......................................................... ~ 3.74ms
  2024-10-26 14:29:20 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 7.17ms
  2024-10-26 14:29:20 /assets/vendor/apexcharts/apexcharts.min.js ......................................... ~ 10.29ms
  2024-10-26 14:29:20 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.88ms
  2024-10-26 14:29:20 /assets/vendor/echarts/echarts.min.js ................................................ ~ 4.97ms
  2024-10-26 14:29:20 /assets/vendor/quill/quill.js ........................................................ ~ 0.46ms
  2024-10-26 14:29:20 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.37ms
  2024-10-26 14:29:20 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.06ms
  2024-10-26 14:29:20 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.79ms
  2024-10-26 14:29:20 /assets/js/main.js ................................................................... ~ 0.41ms
  2024-10-26 14:29:20 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.40ms
  2024-10-26 14:29:28 /ask-for-information/6 ............................................................. ~ 502.28ms
  2024-10-26 14:29:28 /ask-for-information/6 ............................................................. ~ 506.69ms
  2024-10-26 14:29:29 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 1.07ms
  2024-10-26 14:29:29 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.73ms
  2024-10-26 14:29:29 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 3.33ms
  2024-10-26 14:29:29 /assets/vendor/quill/quill.snow.css .................................................. ~ 2.68ms
  2024-10-26 14:29:29 /assets/vendor/quill/quill.bubble.css ................................................ ~ 4.68ms
  2024-10-26 14:29:29 /assets/vendor/remixicon/remixicon.css ............................................... ~ 4.35ms
  2024-10-26 14:29:29 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.45ms
  2024-10-26 14:29:29 /assets/css/style.css ................................................................ ~ 0.39ms
  2024-10-26 14:29:29 /assets/img/au_logo.jpg .............................................................. ~ 0.42ms
  2024-10-26 14:29:29 /assets/img/profile-img.jpg .......................................................... ~ 0.56ms
  2024-10-26 14:29:29 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 1.10ms
  2024-10-26 14:29:29 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 3.06ms
  2024-10-26 14:29:29 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.40ms
  2024-10-26 14:29:29 /assets/vendor/quill/quill.js ........................................................ ~ 2.24ms
  2024-10-26 14:29:29 /assets/vendor/echarts/echarts.min.js ................................................ ~ 4.67ms
  2024-10-26 14:29:29 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.55ms
  2024-10-26 14:29:29 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.54ms
  2024-10-26 14:29:29 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 3.09ms
  2024-10-26 14:29:29 /assets/js/main.js ................................................................... ~ 0.47ms
  2024-10-26 14:29:29 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.41ms
  2024-10-26 14:38:42 /ask-for-information/6 ............................................................. ~ 503.63ms
  2024-10-26 14:38:42 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 510.76ms
  2024-10-26 14:38:43 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 6.05ms
  2024-10-26 14:38:43 /assets/vendor/boxicons/css/boxicons.min.css ........................................ ~ 11.16ms
  2024-10-26 14:38:43 /assets/vendor/quill/quill.snow.css ................................................. ~ 14.30ms
  2024-10-26 14:38:43 /assets/vendor/quill/quill.bubble.css ............................................... ~ 17.87ms
  2024-10-26 14:38:43 /assets/vendor/remixicon/remixicon.css .............................................. ~ 16.09ms
  2024-10-26 14:38:43 /assets/vendor/simple-datatables/style.css ........................................... ~ 1.13ms
  2024-10-26 14:38:43 /assets/css/style.css ................................................................ ~ 3.27ms
  2024-10-26 14:38:43 /assets/img/au_logo.jpg .............................................................. ~ 0.70ms
  2024-10-26 14:38:43 /assets/img/profile-img.jpg .......................................................... ~ 0.90ms
  2024-10-26 14:38:43 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.59ms
  2024-10-26 14:38:43 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.74ms
  2024-10-26 14:38:43 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.51ms
  2024-10-26 14:38:43 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.60ms
  2024-10-26 14:38:43 /assets/vendor/quill/quill.js ........................................................ ~ 0.49ms
  2024-10-26 14:38:43 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.80ms
  2024-10-26 14:38:43 /assets/js/main.js ................................................................... ~ 0.62ms
  2024-10-26 14:38:43 /assets/vendor/php-email-form/validate.js ............................................ ~ 3.44ms
  2024-10-26 14:38:43 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 5.96ms
  2024-10-26 14:38:43 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.43ms
  2024-10-26 14:38:43 /assets/img/logo.png ................................................................. ~ 0.79ms
  2024-10-26 14:38:47 /ask-for-information/6/edit ........................................................ ~ 516.92ms
  2024-10-26 14:38:47 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 511.78ms
  2024-10-26 14:38:48 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.09ms
  2024-10-26 14:38:48 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 7.11ms
  2024-10-26 14:38:48 /assets/vendor/quill/quill.snow.css .................................................. ~ 9.19ms
